,Team,Opp,Game_Date,Game_Time,Timezone,isHome,Season,Season_Type,Playoff_Round,Quarters,Game_Clock,Score,Score_Opp,Win,Loss,Draw,First_Downs,First_Downs_Passing,First_Downs_Rushing,First_Downs_Penalty,Third_Down_Conversions,Third_Down_Attempts,Fourth_Down_Conversions,Fourth_Down_Attempts,Total_Offensive_Plays,Total_Yards,Yards_Per_Play,Total_Drives,Net_Passing_Yards,Pass_Completions,Pass_Attempts,Yards_Per_Pass,Sacks_Against,Sack_Yards_Lost,Rushing_Yards,Rushing_Attempts,Yards_Per_Rush,Red_Zone_Conversions,Red_Zone_Attempts,Total_Penalties,Total_Penalty_Yards,Turnovers,Fumbles_Lost,Interceptions_Thrown,Defensive_Touchdowns,Possession_Minutes,Possession_Seconds,Possession_Percent,First_Downs_Opp,First_Downs_Passing_Opp,First_Downs_Rushing_Opp,First_Downs_Penalty_Opp,Third_Down_Conversions_Opp,Third_Down_Attempts_Opp,Fourth_Down_Conversions_Opp,Fourth_Down_Attempts_Opp,Total_Offensive_Plays_Opp,Total_Yards_Opp,Yards_Per_Play_Opp,Total_Drives_Opp,Net_Passing_Yards_Opp,Pass_Completions_Opp,Pass_Attempts_Opp,Yards_Per_Pass_Opp,Sacks_Against_Opp,Sack_Yards_Lost_Opp,Rushing_Yards_Opp,Rushing_Attempts_Opp,Yards_Per_Rush_Opp,Red_Zone_Conversions_Opp,Red_Zone_Attempts_Opp,Total_Penalties_Opp,Total_Penalty_Yards_Opp,Turnovers_Opp,Fumbles_Lost_Opp,Interceptions_Thrown_Opp,Defensive_Touchdowns_Opp,Possession_Minutes_Opp,Possession_Seconds_Opp,Possession_Percent_Opp,Neutral_Site,Venue,Venue_City,Venue_State,Attendance,Venue_Capacity,Moneyline,Odds,Spread,Over_Under,Head_Linesman,Back_Judge,Line_Judge,Umpire,Referee,Field_Judge,Side_Judge,Game_Id,Team_Id,Opp_Id,Game_Status
560,NYJ,WSH,2023-12-24,18:00,UTC,1.0,2023,Regular-Season,,4,,30.0,28.0,1.0,0.0,0.0,26.0,12.0,11.0,3.0,4.0,16.0,1.0,2.0,85.0,381.0,4.48,16.0,217.0,27.0,49.0,4.43,0.0,0.0,164.0,36.0,4.56,2.0,5.0,14.0,150.0,2.0,1.0,1.0,0.0,36.0,16.0,0.6,18.0,7.0,7.0,4.0,3.0,12.0,1.0,1.0,58.0,245.0,4.22,15.0,143.0,16.0,35.0,4.09,1.0,13.0,102.0,22.0,4.64,4.0,4.0,8.0,68.0,3.0,1.0,2.0,0.0,23.0,44.0,0.4,0.0,MetLife Stadium,East Rutherford,NJ,67470,0,-155.0,-130.0,2.5,36.5,Jerod Phillips,Greg Wilson,Greg Bradley,James Carter II,Clay Martin,Alonzo Ramsey III,Dave Hawkshaw,803096780.0,1594.0,1610.0,Final
561,WSH,NYJ,2023-12-24,18:00,UTC,0.0,2023,Regular-Season,,4,,28.0,30.0,0.0,1.0,0.0,18.0,7.0,7.0,4.0,3.0,12.0,1.0,1.0,58.0,245.0,4.22,15.0,143.0,16.0,35.0,4.09,1.0,13.0,102.0,22.0,4.64,4.0,4.0,8.0,68.0,3.0,1.0,2.0,0.0,23.0,44.0,0.4,26.0,12.0,11.0,3.0,4.0,16.0,1.0,2.0,85.0,381.0,4.48,16.0,217.0,27.0,49.0,4.43,0.0,0.0,164.0,36.0,4.56,2.0,5.0,14.0,150.0,2.0,1.0,1.0,0.0,36.0,16.0,0.6,0.0,MetLife Stadium,East Rutherford,NJ,67470,0,135.0,105.0,-2.5,36.5,Jerod Phillips,Greg Wilson,Greg Bradley,James Carter II,Clay Martin,Alonzo Ramsey III,Dave Hawkshaw,803096780.0,1610.0,1594.0,Final
562,TEN,SEA,2023-12-24,18:00,UTC,1.0,2023,Regular-Season,,4,,17.0,20.0,0.0,1.0,0.0,23.0,10.0,10.0,3.0,6.0,12.0,1.0,1.0,64.0,287.0,4.48,8.0,125.0,19.0,27.0,4.63,6.0,39.0,162.0,31.0,5.23,2.0,3.0,10.0,97.0,0.0,0.0,0.0,0.0,33.0,51.0,0.56,21.0,14.0,3.0,4.0,7.0,13.0,0.0,0.0,59.0,273.0,4.63,7.0,215.0,25.0,36.0,5.97,3.0,12.0,58.0,20.0,2.9,2.0,4.0,6.0,47.0,0.0,0.0,0.0,0.0,26.0,9.0,0.44,0.0,Nissan Stadium,Nashville,TN,60181,0,135.0,105.0,2.5,42.5,,,,,,,,803096782.0,1574.0,1606.0,Final
563,SEA,TEN,2023-12-24,18:00,UTC,0.0,2023,Regular-Season,,4,,20.0,17.0,1.0,0.0,0.0,21.0,14.0,3.0,4.0,7.0,13.0,0.0,0.0,59.0,273.0,4.63,7.0,215.0,25.0,36.0,5.97,3.0,12.0,58.0,20.0,2.9,2.0,4.0,6.0,47.0,0.0,0.0,0.0,0.0,26.0,9.0,0.44,23.0,10.0,10.0,3.0,6.0,12.0,1.0,1.0,64.0,287.0,4.48,8.0,125.0,19.0,27.0,4.63,6.0,39.0,162.0,31.0,5.23,2.0,3.0,10.0,97.0,0.0,0.0,0.0,0.0,33.0,51.0,0.56,0.0,Nissan Stadium,Nashville,TN,60181,0,-155.0,-130.0,-2.5,42.5,,,,,,,,803096782.0,1606.0,1574.0,Final
564,TB,JAX,2023-12-24,21:05,UTC,1.0,2023,Regular-Season,,4,,30.0,12.0,1.0,0.0,0.0,22.0,17.0,4.0,1.0,10.0,19.0,1.0,2.0,73.0,335.0,4.59,11.0,265.0,26.0,35.0,7.57,2.0,18.0,70.0,36.0,1.94,2.0,5.0,6.0,44.0,0.0,0.0,0.0,0.0,37.0,7.0,0.62,23.0,17.0,4.0,2.0,3.0,9.0,1.0,3.0,61.0,305.0,5.0,10.0,268.0,28.0,44.0,6.09,4.0,37.0,37.0,13.0,2.85,2.0,3.0,2.0,20.0,4.0,2.0,2.0,0.0,22.0,53.0,0.38,0.0,Raymond James Stadium,Tampa,FL,62547,0,110.0,-105.0,1.5,43.5,Brian Sakowski,Greg Yette,Walt Flowers,Duane Heydt,Brad Allen,Rick Patterson,Boris Cheek,803096784.0,1608.0,1614.0,Final
565,JAX,TB,2023-12-24,21:05,UTC,0.0,2023,Regular-Season,,4,,12.0,30.0,0.0,1.0,0.0,23.0,17.0,4.0,2.0,3.0,9.0,1.0,3.0,61.0,305.0,5.0,10.0,268.0,28.0,44.0,6.09,4.0,37.0,37.0,13.0,2.85,2.0,3.0,2.0,20.0,4.0,2.0,2.0,0.0,22.0,53.0,0.38,22.0,17.0,4.0,1.0,10.0,19.0,1.0,2.0,73.0,335.0,4.59,11.0,265.0,26.0,35.0,7.57,2.0,18.0,70.0,36.0,1.94,2.0,5.0,6.0,44.0,0.0,0.0,0.0,0.0,37.0,7.0,0.62,0.0,Raymond James Stadium,Tampa,FL,62547,0,-130.0,-115.0,-1.5,43.5,Brian Sakowski,Greg Yette,Walt Flowers,Duane Heydt,Brad Allen,Rick Patterson,Boris Cheek,803096784.0,1614.0,1608.0,Final
566,ATL,IND,2023-12-24,18:00,UTC,1.0,2023,Regular-Season,,4,,29.0,10.0,1.0,0.0,0.0,23.0,14.0,8.0,1.0,5.0,13.0,1.0,1.0,64.0,406.0,6.34,10.0,229.0,23.0,33.0,6.94,1.0,0.0,177.0,30.0,5.9,0.0,3.0,4.0,35.0,0.0,0.0,0.0,0.0,29.0,24.0,0.49,20.0,14.0,4.0,2.0,5.0,14.0,1.0,3.0,68.0,262.0,3.85,11.0,170.0,20.0,37.0,4.59,6.0,31.0,92.0,25.0,3.68,1.0,2.0,4.0,29.0,1.0,0.0,1.0,0.0,30.0,36.0,0.51,0.0,Mercedes-Benz Stadium,Atlanta,GA,69221,0,-150.0,-120.0,2.5,44.5,Fred Bryan,Greg Meyer,Robin DeLorenzo,Tab Slaughter,Alan Eck,John Jenkins,Dale Shaw,803096786.0,1556.0,1576.0,Final
567,IND,ATL,2023-12-24,18:00,UTC,0.0,2023,Regular-Season,,4,,10.0,29.0,0.0,1.0,0.0,20.0,14.0,4.0,2.0,5.0,14.0,1.0,3.0,68.0,262.0,3.85,11.0,170.0,20.0,37.0,4.59,6.0,31.0,92.0,25.0,3.68,1.0,2.0,4.0,29.0,1.0,0.0,1.0,0.0,30.0,36.0,0.51,23.0,14.0,8.0,1.0,5.0,13.0,1.0,1.0,64.0,406.0,6.34,10.0,229.0,23.0,33.0,6.94,1.0,0.0,177.0,30.0,5.9,0.0,3.0,4.0,35.0,0.0,0.0,0.0,0.0,29.0,24.0,0.49,0.0,Mercedes-Benz Stadium,Atlanta,GA,69221,0,130.0,100.0,-2.5,44.5,Fred Bryan,Greg Meyer,Robin DeLorenzo,Tab Slaughter,Alan Eck,John Jenkins,Dale Shaw,803096786.0,1576.0,1556.0,Final
568,CAR,GB,2023-12-24,18:00,UTC,1.0,2023,Regular-Season,,4,,30.0,33.0,0.0,1.0,0.0,26.0,14.0,8.0,4.0,6.0,13.0,1.0,2.0,63.0,394.0,6.25,10.0,298.0,23.0,36.0,8.28,2.0,14.0,96.0,25.0,3.84,3.0,3.0,8.0,87.0,0.0,0.0,0.0,0.0,31.0,21.0,0.52,25.0,12.0,10.0,3.0,8.0,14.0,0.0,0.0,63.0,369.0,5.86,10.0,207.0,17.0,28.0,7.39,1.0,12.0,162.0,34.0,4.76,3.0,4.0,6.0,67.0,0.0,0.0,0.0,0.0,28.0,39.0,0.48,0.0,Bank of America Stadium,Charlotte,NC,70875,0,160.0,-120.0,3.5,39.5,Danny Short,Scott Helverson,Rusty Baynes,Mike Morton,Alex Kemp,Sean Petty,James Coleman,803096788.0,1612.0,1572.0,Final
569,GB,CAR,2023-12-24,18:00,UTC,0.0,2023,Regular-Season,,4,,33.0,30.0,1.0,0.0,0.0,25.0,12.0,10.0,3.0,8.0,14.0,0.0,0.0,63.0,369.0,5.86,10.0,207.0,17.0,28.0,7.39,1.0,12.0,162.0,34.0,4.76,3.0,4.0,6.0,67.0,0.0,0.0,0.0,0.0,28.0,39.0,0.48,26.0,14.0,8.0,4.0,6.0,13.0,1.0,2.0,63.0,394.0,6.25,10.0,298.0,23.0,36.0,8.28,2.0,14.0,96.0,25.0,3.84,3.0,3.0,8.0,87.0,0.0,0.0,0.0,0.0,31.0,21.0,0.52,0.0,Bank of America Stadium,Charlotte,NC,70875,0,-190.0,100.0,-3.5,39.5,Danny Short,Scott Helverson,Rusty Baynes,Mike Morton,Alex Kemp,Sean Petty,James Coleman,803096788.0,1572.0,1612.0,Final
570,MIN,DET,2023-12-24,18:00,UTC,1.0,2023,Regular-Season,,4,,24.0,30.0,0.0,1.0,0.0,19.0,15.0,1.0,3.0,3.0,9.0,0.0,1.0,51.0,390.0,7.65,10.0,373.0,22.0,36.0,10.36,4.0,38.0,17.0,11.0,1.55,2.0,3.0,8.0,64.0,4.0,0.0,4.0,0.0,21.0,38.0,0.36,28.0,16.0,9.0,3.0,6.0,12.0,2.0,2.0,77.0,389.0,5.05,11.0,246.0,30.0,40.0,6.15,1.0,11.0,143.0,36.0,3.97,4.0,5.0,9.0,52.0,1.0,1.0,0.0,0.0,38.0,22.0,0.64,0.0,U.S. Bank Stadium,Minneapolis,MN,66932,0,125.0,-105.0,2.5,47.5,Tom Stephan,Brad Freeman,Brian Bolinger,Paul King,Land Clark,Jabir Walker,Dominique Pender,803096790.0,1586.0,1570.0,Final
571,DET,MIN,2023-12-24,18:00,UTC,0.0,2023,Regular-Season,,4,,30.0,24.0,1.0,0.0,0.0,28.0,16.0,9.0,3.0,6.0,12.0,2.0,2.0,77.0,389.0,5.05,11.0,246.0,30.0,40.0,6.15,1.0,11.0,143.0,36.0,3.97,4.0,5.0,9.0,52.0,1.0,1.0,0.0,0.0,38.0,22.0,0.64,19.0,15.0,1.0,3.0,3.0,9.0,0.0,1.0,51.0,390.0,7.65,10.0,373.0,22.0,36.0,10.36,4.0,38.0,17.0,11.0,1.55,2.0,3.0,8.0,64.0,4.0,0.0,4.0,0.0,21.0,38.0,0.36,0.0,U.S. Bank Stadium,Minneapolis,MN,66932,0,-145.0,-115.0,-2.5,47.5,Tom Stephan,Brad Freeman,Brian Bolinger,Paul King,Land Clark,Jabir Walker,Dominique Pender,803096790.0,1570.0,1586.0,Final
572,CHI,ARI,2023-12-24,21:25,UTC,1.0,2023,Regular-Season,,4,,27.0,16.0,1.0,0.0,0.0,22.0,8.0,13.0,1.0,8.0,15.0,0.0,0.0,67.0,420.0,6.27,11.0,170.0,15.0,27.0,6.3,1.0,0.0,250.0,39.0,6.41,3.0,5.0,5.0,35.0,1.0,0.0,1.0,0.0,34.0,32.0,0.58,16.0,10.0,5.0,1.0,7.0,16.0,0.0,1.0,60.0,306.0,5.1,12.0,213.0,24.0,38.0,5.61,2.0,17.0,93.0,20.0,4.65,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,25.0,28.0,0.42,0.0,Soldier Field,Chicago,IL,59978,0,-215.0,-110.0,5.5,42.5,Frank LeBlanc,Matt Edwards,Carl Johnson,Bruce Stritesky,John Hussey,Anthony Flemming,Allen Baynes,803096792.0,1560.0,1598.0,Final
573,ARI,CHI,2023-12-24,21:25,UTC,0.0,2023,Regular-Season,,4,,16.0,27.0,0.0,1.0,0.0,16.0,10.0,5.0,1.0,7.0,16.0,0.0,1.0,60.0,306.0,5.1,12.0,213.0,24.0,38.0,5.61,2.0,17.0,93.0,20.0,4.65,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,25.0,28.0,0.42,22.0,8.0,13.0,1.0,8.0,15.0,0.0,0.0,67.0,420.0,6.27,11.0,170.0,15.0,27.0,6.3,1.0,0.0,250.0,39.0,6.41,3.0,5.0,5.0,35.0,1.0,0.0,1.0,0.0,34.0,32.0,0.58,0.0,Soldier Field,Chicago,IL,59978,0,180.0,-110.0,-5.5,42.5,Frank LeBlanc,Matt Edwards,Carl Johnson,Bruce Stritesky,John Hussey,Anthony Flemming,Allen Baynes,803096792.0,1598.0,1560.0,Final
574,MIA,DAL,2023-12-24,21:25,UTC,1.0,2023,Regular-Season,,4,,22.0,20.0,1.0,0.0,0.0,22.0,16.0,4.0,2.0,6.0,13.0,0.0,1.0,64.0,375.0,5.86,9.0,284.0,24.0,37.0,7.68,1.0,9.0,91.0,26.0,3.5,1.0,4.0,5.0,33.0,0.0,0.0,0.0,0.0,28.0,58.0,0.48,19.0,9.0,7.0,3.0,4.0,12.0,2.0,2.0,61.0,339.0,5.56,9.0,242.0,20.0,32.0,7.56,4.0,11.0,97.0,25.0,3.88,1.0,3.0,6.0,38.0,1.0,1.0,0.0,0.0,31.0,2.0,0.52,0.0,Hard Rock Stadium,Miami Gardens,FL,66410,0,-125.0,-115.0,1.5,49.5,Patrick Holt,Rich Martinez,Tim Podraza,Terry Killens Jr.,Shawn Hochuli,Jason Ledet,Chad Hill,803096794.0,1584.0,1566.0,Final
575,DAL,MIA,2023-12-24,21:25,UTC,0.0,2023,Regular-Season,,4,,20.0,22.0,0.0,1.0,0.0,19.0,9.0,7.0,3.0,4.0,12.0,2.0,2.0,61.0,339.0,5.56,9.0,242.0,20.0,32.0,7.56,4.0,11.0,97.0,25.0,3.88,1.0,3.0,6.0,38.0,1.0,1.0,0.0,0.0,31.0,2.0,0.52,22.0,16.0,4.0,2.0,6.0,13.0,0.0,1.0,64.0,375.0,5.86,9.0,284.0,24.0,37.0,7.68,1.0,9.0,91.0,26.0,3.5,1.0,4.0,5.0,33.0,0.0,0.0,0.0,0.0,28.0,58.0,0.48,0.0,Hard Rock Stadium,Miami Gardens,FL,66410,0,105.0,-105.0,-1.5,49.5,Patrick Holt,Rich Martinez,Tim Podraza,Terry Killens Jr.,Shawn Hochuli,Jason Ledet,Chad Hill,803096794.0,1566.0,1584.0,Final
576,DEN,NE,2023-12-25,01:15,UTC,1.0,2023,Regular-Season,,4,,23.0,26.0,0.0,1.0,0.0,19.0,10.0,9.0,0.0,4.0,13.0,1.0,2.0,65.0,276.0,4.25,15.0,193.0,25.0,37.0,5.22,5.0,45.0,83.0,23.0,3.61,2.0,3.0,2.0,25.0,2.0,2.0,0.0,0.0,31.0,18.0,0.52,12.0,11.0,1.0,0.0,3.0,13.0,0.0,0.0,56.0,289.0,5.16,13.0,230.0,25.0,33.0,6.97,2.0,26.0,59.0,21.0,2.81,2.0,3.0,3.0,25.0,1.0,1.0,0.0,1.0,28.0,42.0,0.48,0.0,Empower Field at Mile High,Denver,CO,76201,0,-340.0,-110.0,7.5,37.5,Mike Carr,Martin Hankins,Thomas Eaton,Brandon Cruse,Carl Cheffers,Nathan Jones,Eugene Hall,803096796.0,1568.0,1588.0,Final
577,NE,DEN,2023-12-25,01:15,UTC,0.0,2023,Regular-Season,,4,,26.0,23.0,1.0,0.0,0.0,12.0,11.0,1.0,0.0,3.0,13.0,0.0,0.0,56.0,289.0,5.16,13.0,230.0,25.0,33.0,6.97,2.0,26.0,59.0,21.0,2.81,2.0,3.0,3.0,25.0,1.0,1.0,0.0,1.0,28.0,42.0,0.48,19.0,10.0,9.0,0.0,4.0,13.0,1.0,2.0,65.0,276.0,4.25,15.0,193.0,25.0,37.0,5.22,5.0,45.0,83.0,23.0,3.61,2.0,3.0,2.0,25.0,2.0,2.0,0.0,0.0,31.0,18.0,0.52,0.0,Empower Field at Mile High,Denver,CO,76201,0,270.0,-110.0,-7.5,37.5,Mike Carr,Martin Hankins,Thomas Eaton,Brandon Cruse,Carl Cheffers,Nathan Jones,Eugene Hall,803096796.0,1588.0,1568.0,Final
578,SF,BAL,2023-12-26,01:15,UTC,1.0,2023,Regular-Season,,4,,19.0,33.0,0.0,1.0,0.0,21.0,14.0,5.0,2.0,6.0,14.0,1.0,3.0,68.0,429.0,6.31,11.0,308.0,26.0,46.0,6.7,4.0,28.0,121.0,18.0,6.72,2.0,4.0,10.0,102.0,5.0,0.0,5.0,0.0,28.0,46.0,0.48,23.0,14.0,4.0,5.0,4.0,11.0,1.0,1.0,63.0,343.0,5.44,12.0,241.0,23.0,35.0,6.89,2.0,11.0,102.0,26.0,3.92,3.0,6.0,6.0,67.0,0.0,0.0,0.0,0.0,31.0,14.0,0.52,0.0,Levis Stadium,Santa Clara,CA,71812,0,-290.0,-105.0,6.5,47.5,Dale Keller,Jimmy Russell,Mark Perlman,Alex Moore,Bill Vinovich,Joe Blubaugh,Jimmy Buchanan,803096798.0,1604.0,1620.0,Final
579,BAL,SF,2023-12-26,01:15,UTC,0.0,2023,Regular-Season,,4,,33.0,19.0,1.0,0.0,0.0,23.0,14.0,4.0,5.0,4.0,11.0,1.0,1.0,63.0,343.0,5.44,12.0,241.0,23.0,35.0,6.89,2.0,11.0,102.0,26.0,3.92,3.0,6.0,6.0,67.0,0.0,0.0,0.0,0.0,31.0,14.0,0.52,21.0,14.0,5.0,2.0,6.0,14.0,1.0,3.0,68.0,429.0,6.31,11.0,308.0,26.0,46.0,6.7,4.0,28.0,121.0,18.0,6.72,2.0,4.0,10.0,102.0,5.0,0.0,5.0,0.0,28.0,46.0,0.48,0.0,Levis Stadium,Santa Clara,CA,71812,0,240.0,-115.0,-6.5,47.5,Dale Keller,Jimmy Russell,Mark Perlman,Alex Moore,Bill Vinovich,Joe Blubaugh,Jimmy Buchanan,803096798.0,1620.0,1604.0,Final
580,CLE,NYJ,2023-12-29,01:15,UTC,1.0,2023,Regular-Season,,4,,37.0,20.0,1.0,0.0,0.0,20.0,9.0,9.0,2.0,5.0,10.0,0.0,1.0,58.0,428.0,7.38,12.0,301.0,19.0,29.0,10.38,1.0,8.0,127.0,28.0,4.54,3.0,5.0,4.0,26.0,3.0,2.0,1.0,1.0,28.0,9.0,0.47,17.0,10.0,6.0,1.0,6.0,16.0,1.0,2.0,68.0,360.0,5.29,13.0,253.0,32.0,45.0,5.62,2.0,8.0,107.0,21.0,5.1,0.0,1.0,12.0,74.0,2.0,1.0,1.0,1.0,31.0,51.0,0.53,0.0,Cleveland Browns Stadium,Cleveland,OH,67919,0,-340.0,-125.0,6.5,33.5,Danny Short,Scott Helverson,Rusty Baynes,Mike Morton,Alex Kemp,Sean Petty,James Coleman,803096800.0,1564.0,1594.0,Final
581,NYJ,CLE,2023-12-29,01:15,UTC,0.0,2023,Regular-Season,,4,,20.0,37.0,0.0,1.0,0.0,17.0,10.0,6.0,1.0,6.0,16.0,1.0,2.0,68.0,360.0,5.29,13.0,253.0,32.0,45.0,5.62,2.0,8.0,107.0,21.0,5.1,0.0,1.0,12.0,74.0,2.0,1.0,1.0,1.0,31.0,51.0,0.53,20.0,9.0,9.0,2.0,5.0,10.0,0.0,1.0,58.0,428.0,7.38,12.0,301.0,19.0,29.0,10.38,1.0,8.0,127.0,28.0,4.54,3.0,5.0,4.0,26.0,3.0,2.0,1.0,1.0,28.0,9.0,0.47,0.0,Cleveland Browns Stadium,Cleveland,OH,67919,0,270.0,102.0,-6.5,33.5,Danny Short,Scott Helverson,Rusty Baynes,Mike Morton,Alex Kemp,Sean Petty,James Coleman,803096800.0,1594.0,1564.0,Final
582,DAL,DET,2023-12-31,01:15,UTC,1.0,2023,Regular-Season,,4,,20.0,19.0,1.0,0.0,0.0,17.0,12.0,4.0,1.0,7.0,14.0,0.0,0.0,62.0,384.0,6.19,12.0,323.0,26.0,38.0,8.5,3.0,22.0,61.0,21.0,2.9,1.0,2.0,5.0,34.0,2.0,1.0,1.0,0.0,29.0,24.0,0.49,21.0,14.0,7.0,0.0,4.0,13.0,2.0,3.0,67.0,420.0,6.27,11.0,295.0,20.0,35.0,8.43,1.0,7.0,125.0,31.0,4.03,2.0,4.0,6.0,35.0,2.0,0.0,2.0,0.0,30.0,36.0,0.51,0.0,AT&T Stadium,Arlington,TX,93731,0,-225.0,-105.0,4.5,52.5,Sarah Thomas,Greg Yette,Walt Flowers,Duane Heydt,Brad Allen,Rick Patterson,Boris Cheek,803096802.0,1566.0,1570.0,Final
583,DET,DAL,2023-12-31,01:15,UTC,0.0,2023,Regular-Season,,4,,19.0,20.0,0.0,1.0,0.0,21.0,14.0,7.0,0.0,4.0,13.0,2.0,3.0,67.0,420.0,6.27,11.0,295.0,20.0,35.0,8.43,1.0,7.0,125.0,31.0,4.03,2.0,4.0,6.0,35.0,2.0,0.0,2.0,0.0,30.0,36.0,0.51,17.0,12.0,4.0,1.0,7.0,14.0,0.0,0.0,62.0,384.0,6.19,12.0,323.0,26.0,38.0,8.5,3.0,22.0,61.0,21.0,2.9,1.0,2.0,5.0,34.0,2.0,1.0,1.0,0.0,29.0,24.0,0.49,0.0,AT&T Stadium,Arlington,TX,93731,0,190.0,-115.0,-4.5,52.5,Sarah Thomas,Greg Yette,Walt Flowers,Duane Heydt,Brad Allen,Rick Patterson,Boris Cheek,803096802.0,1570.0,1566.0,Final
584,BAL,MIA,2023-12-31,18:00,UTC,1.0,2023,Regular-Season,,4,,56.0,19.0,1.0,0.0,0.0,24.0,15.0,8.0,1.0,4.0,7.0,1.0,1.0,55.0,491.0,8.93,13.0,331.0,19.0,22.0,15.05,1.0,9.0,160.0,32.0,5.0,5.0,5.0,7.0,45.0,1.0,1.0,0.0,0.0,30.0,23.0,0.51,20.0,13.0,6.0,1.0,6.0,15.0,2.0,4.0,66.0,375.0,5.68,12.0,221.0,22.0,38.0,5.82,3.0,16.0,154.0,25.0,6.16,2.0,3.0,5.0,37.0,3.0,1.0,2.0,0.0,29.0,37.0,0.49,0.0,M&T Bank Stadium,Baltimore,MD,71196,0,-155.0,100.0,3.5,47.5,Dana McKenzie,Jonah Monroe,Julian Mapp,Scott Campbell,Clete Blakeman,Aaron Santi,Lo van Pham,803096804.0,1620.0,1584.0,Final
585,MIA,BAL,2023-12-31,18:00,UTC,0.0,2023,Regular-Season,,4,,19.0,56.0,0.0,1.0,0.0,20.0,13.0,6.0,1.0,6.0,15.0,2.0,4.0,66.0,375.0,5.68,12.0,221.0,22.0,38.0,5.82,3.0,16.0,154.0,25.0,6.16,2.0,3.0,5.0,37.0,3.0,1.0,2.0,0.0,29.0,37.0,0.49,24.0,15.0,8.0,1.0,4.0,7.0,1.0,1.0,55.0,491.0,8.93,13.0,331.0,19.0,22.0,15.05,1.0,9.0,160.0,32.0,5.0,5.0,5.0,7.0,45.0,1.0,1.0,0.0,0.0,30.0,23.0,0.51,0.0,M&T Bank Stadium,Baltimore,MD,71196,0,135.0,-120.0,-3.5,47.5,Dana McKenzie,Jonah Monroe,Julian Mapp,Scott Campbell,Clete Blakeman,Aaron Santi,Lo van Pham,803096804.0,1584.0,1620.0,Final
586,BUF,NE,2023-12-31,18:00,UTC,1.0,2023,Regular-Season,,4,,27.0,21.0,1.0,0.0,0.0,19.0,8.0,10.0,1.0,7.0,15.0,0.0,0.0,68.0,281.0,4.13,12.0,154.0,15.0,30.0,5.13,1.0,15.0,127.0,37.0,3.43,2.0,5.0,4.0,32.0,1.0,0.0,1.0,1.0,32.0,52.0,0.55,16.0,8.0,7.0,1.0,4.0,10.0,0.0,0.0,53.0,294.0,5.55,13.0,191.0,16.0,26.0,7.35,3.0,18.0,103.0,24.0,4.29,2.0,2.0,2.0,20.0,4.0,1.0,3.0,1.0,27.0,8.0,0.45,0.0,Highmark Stadium,Orchard Park,NY,70772,0,-1000.0,-110.0,15.5,40.5,Fred Bryan,Greg Meyer,,Tab Slaughter,Alan Eck,John Jenkins,Dale Shaw,803096806.0,1558.0,1588.0,Final
587,NE,BUF,2023-12-31,18:00,UTC,0.0,2023,Regular-Season,,4,,21.0,27.0,0.0,1.0,0.0,16.0,8.0,7.0,1.0,4.0,10.0,0.0,0.0,53.0,294.0,5.55,13.0,191.0,16.0,26.0,7.35,3.0,18.0,103.0,24.0,4.29,2.0,2.0,2.0,20.0,4.0,1.0,3.0,1.0,27.0,8.0,0.45,19.0,8.0,10.0,1.0,7.0,15.0,0.0,0.0,68.0,281.0,4.13,12.0,154.0,15.0,30.0,5.13,1.0,15.0,127.0,37.0,3.43,2.0,5.0,4.0,32.0,1.0,0.0,1.0,1.0,32.0,52.0,0.55,0.0,Highmark Stadium,Orchard Park,NY,70772,0,700.0,-110.0,-15.5,40.5,Fred Bryan,Greg Meyer,,Tab Slaughter,Alan Eck,John Jenkins,Dale Shaw,803096806.0,1588.0,1558.0,Final
588,CHI,ATL,2023-12-31,18:00,UTC,1.0,2023,Regular-Season,,4,,37.0,17.0,1.0,0.0,0.0,22.0,12.0,10.0,0.0,6.0,16.0,1.0,2.0,72.0,432.0,6.0,13.0,240.0,20.0,32.0,7.5,3.0,28.0,192.0,37.0,5.19,4.0,5.0,5.0,55.0,0.0,0.0,0.0,0.0,37.0,14.0,0.62,15.0,5.0,8.0,2.0,4.0,13.0,0.0,1.0,59.0,307.0,5.2,13.0,173.0,13.0,33.0,5.24,2.0,7.0,134.0,24.0,5.58,0.0,1.0,1.0,15.0,4.0,0.0,4.0,0.0,22.0,46.0,0.38,0.0,Soldier Field,Chicago,IL,61752,0,-150.0,-120.0,2.5,39.5,Frank LeBlanc,Greg Steed,Carl Johnson,Roy Ellison,Adrian Hill,Mearl Robinson,Jimmy Buchanan,803096808.0,1560.0,1556.0,Final
