,Team,Opp,Game_Date,Game_Time,Timezone,isHome,Season,Season_Type,Playoff_Round,Quarters,Game_Clock,Score,Score_Opp,Win,Loss,Draw,First_Downs,First_Downs_Passing,First_Downs_Rushing,First_Downs_Penalty,Third_Down_Conversions,Third_Down_Attempts,Fourth_Down_Conversions,Fourth_Down_Attempts,Total_Offensive_Plays,Total_Yards,Yards_Per_Play,Total_Drives,Net_Passing_Yards,Pass_Completions,Pass_Attempts,Yards_Per_Pass,Sacks_Against,Sack_Yards_Lost,Rushing_Yards,Rushing_Attempts,Yards_Per_Rush,Red_Zone_Conversions,Red_Zone_Attempts,Total_Penalties,Total_Penalty_Yards,Turnovers,Fumbles_Lost,Interceptions_Thrown,Defensive_Touchdowns,Possession_Minutes,Possession_Seconds,Possession_Percent,First_Downs_Opp,First_Downs_Passing_Opp,First_Downs_Rushing_Opp,First_Downs_Penalty_Opp,Third_Down_Conversions_Opp,Third_Down_Attempts_Opp,Fourth_Down_Conversions_Opp,Fourth_Down_Attempts_Opp,Total_Offensive_Plays_Opp,Total_Yards_Opp,Yards_Per_Play_Opp,Total_Drives_Opp,Net_Passing_Yards_Opp,Pass_Completions_Opp,Pass_Attempts_Opp,Yards_Per_Pass_Opp,Sacks_Against_Opp,Sack_Yards_Lost_Opp,Rushing_Yards_Opp,Rushing_Attempts_Opp,Yards_Per_Rush_Opp,Red_Zone_Conversions_Opp,Red_Zone_Attempts_Opp,Total_Penalties_Opp,Total_Penalty_Yards_Opp,Turnovers_Opp,Fumbles_Lost_Opp,Interceptions_Thrown_Opp,Defensive_Touchdowns_Opp,Possession_Minutes_Opp,Possession_Seconds_Opp,Possession_Percent_Opp,Neutral_Site,Venue,Venue_City,Venue_State,Attendance,Venue_Capacity,Moneyline,Odds,Spread,Over_Under,Head_Linesman,Back_Judge,Line_Judge,Umpire,Referee,Field_Judge,Side_Judge,Game_Id,Team_Id,Opp_Id,Game_Status
30,DEN,LAR,2023-08-27,01:00,UTC,1.0,2023,Pre-Season,,4,,41.0,0.0,1.0,0.0,0.0,33.0,18.0,12.0,3.0,8.0,15.0,3.0,3.0,80.0,494.0,6.18,10.0,342.0,28.0,43.0,7.95,2.0,11.0,152.0,35.0,4.34,5.0,6.0,8.0,80.0,0.0,0.0,0.0,0.0,36.0,14.0,0.6,11.0,6.0,3.0,2.0,1.0,10.0,0.0,0.0,47.0,159.0,3.38,9.0,88.0,14.0,27.0,3.26,2.0,14.0,71.0,18.0,3.94,0.0,0.0,8.0,43.0,2.0,0.0,2.0,0.0,23.0,46.0,0.4,0.0,Empower Field at Mile High,Denver,CO,76048,76125,-225.0,-110.0,-5.0,37.5,,,,,,,,803096892.0,1568.0,1582.0,Final
31,LAR,DEN,2023-08-27,01:00,UTC,0.0,2023,Pre-Season,,4,,0.0,41.0,0.0,1.0,0.0,11.0,6.0,3.0,2.0,1.0,10.0,0.0,0.0,47.0,159.0,3.38,9.0,88.0,14.0,27.0,3.26,2.0,14.0,71.0,18.0,3.94,0.0,0.0,8.0,43.0,2.0,0.0,2.0,0.0,23.0,46.0,0.4,33.0,18.0,12.0,3.0,8.0,15.0,3.0,3.0,80.0,494.0,6.18,10.0,342.0,28.0,43.0,7.95,2.0,11.0,152.0,35.0,4.34,5.0,6.0,8.0,80.0,0.0,0.0,0.0,0.0,36.0,14.0,0.6,0.0,Empower Field at Mile High,Denver,CO,76048,76125,185.0,-110.0,5.0,37.5,,,,,,,,803096892.0,1582.0,1568.0,Final
32,CHI,TEN,2023-08-12,17:00,UTC,1.0,2023,Pre-Season,,4,,23.0,17.0,1.0,0.0,0.0,13.0,8.0,3.0,2.0,4.0,12.0,1.0,1.0,53.0,337.0,6.36,12.0,237.0,15.0,22.0,10.77,2.0,6.0,100.0,29.0,3.45,0.0,3.0,7.0,55.0,3.0,2.0,1.0,0.0,27.0,8.0,0.45,20.0,12.0,7.0,1.0,5.0,15.0,1.0,2.0,72.0,372.0,5.17,13.0,246.0,25.0,39.0,6.31,8.0,28.0,126.0,25.0,5.04,2.0,3.0,7.0,44.0,4.0,2.0,2.0,0.0,32.0,52.0,0.55,0.0,Soldier Field,Chicago,IL,59829,61500,-170.0,-110.0,-3.5,36.5,Pat Turner,Todd Prukop,Daniel Gallagher,Tony Michalek,Alex Kemp,Tom Hill,Don Willard,803098376.0,1560.0,1574.0,Final
33,TEN,CHI,2023-08-12,17:00,UTC,0.0,2023,Pre-Season,,4,,17.0,23.0,0.0,1.0,0.0,20.0,12.0,7.0,1.0,5.0,15.0,1.0,2.0,72.0,372.0,5.17,13.0,246.0,25.0,39.0,6.31,8.0,28.0,126.0,25.0,5.04,2.0,3.0,7.0,44.0,4.0,2.0,2.0,0.0,32.0,52.0,0.55,13.0,8.0,3.0,2.0,4.0,12.0,1.0,1.0,53.0,337.0,6.36,12.0,237.0,15.0,22.0,10.77,2.0,6.0,100.0,29.0,3.45,0.0,3.0,7.0,55.0,3.0,2.0,1.0,0.0,27.0,8.0,0.45,0.0,Soldier Field,Chicago,IL,59829,61500,143.0,-110.0,3.5,36.5,Pat Turner,Todd Prukop,Daniel Gallagher,Tony Michalek,Alex Kemp,Tom Hill,Don Willard,803098376.0,1574.0,1560.0,Final
34,CHI,BUF,2023-08-26,17:00,UTC,1.0,2023,Pre-Season,,4,,21.0,24.0,0.0,1.0,0.0,16.0,9.0,7.0,0.0,4.0,13.0,1.0,2.0,59.0,259.0,4.39,12.0,152.0,15.0,31.0,4.9,2.0,13.0,107.0,26.0,4.12,2.0,3.0,7.0,57.0,1.0,0.0,1.0,0.0,27.0,41.0,0.46,24.0,12.0,9.0,3.0,9.0,18.0,2.0,2.0,76.0,382.0,5.03,12.0,209.0,23.0,41.0,5.1,1.0,2.0,173.0,34.0,5.09,2.0,3.0,2.0,20.0,2.0,1.0,1.0,0.0,32.0,19.0,0.54,0.0,Soldier Field,Chicago,IL,61001,61500,170.0,-110.0,4.5,37.5,,,,,,,,803098378.0,1560.0,1558.0,Final
35,BUF,CHI,2023-08-26,17:00,UTC,0.0,2023,Pre-Season,,4,,24.0,21.0,1.0,0.0,0.0,24.0,12.0,9.0,3.0,9.0,18.0,2.0,2.0,76.0,382.0,5.03,12.0,209.0,23.0,41.0,5.1,1.0,2.0,173.0,34.0,5.09,2.0,3.0,2.0,20.0,2.0,1.0,1.0,0.0,32.0,19.0,0.54,16.0,9.0,7.0,0.0,4.0,13.0,1.0,2.0,59.0,259.0,4.39,12.0,152.0,15.0,31.0,4.9,2.0,13.0,107.0,26.0,4.12,2.0,3.0,7.0,57.0,1.0,0.0,1.0,0.0,27.0,41.0,0.46,0.0,Soldier Field,Chicago,IL,61001,61500,-205.0,-110.0,-4.5,37.5,,,,,,,,803098378.0,1558.0,1560.0,Final
36,ARI,DEN,2023-08-12,02:00,UTC,1.0,2023,Pre-Season,,4,,18.0,17.0,1.0,0.0,0.0,20.0,12.0,6.0,2.0,9.0,18.0,1.0,1.0,73.0,309.0,4.23,11.0,208.0,25.0,41.0,5.07,5.0,30.0,101.0,27.0,3.74,2.0,3.0,4.0,52.0,1.0,0.0,1.0,0.0,35.0,10.0,0.59,20.0,10.0,9.0,1.0,5.0,14.0,1.0,1.0,61.0,312.0,5.11,11.0,190.0,19.0,37.0,5.14,2.0,10.0,122.0,22.0,5.55,1.0,2.0,6.0,46.0,1.0,0.0,1.0,0.0,24.0,50.0,0.41,0.0,State Farm Stadium,Glendale,AZ,61717,65000,180.0,-110.0,5.0,37.5,Jay Bilbo,Dino Paganelli,Jeff Seeman,Bryan Neale,Shawn Smith,Dyrol Prioleau,,803098546.0,1598.0,1568.0,Final
37,DEN,ARI,2023-08-12,02:00,UTC,0.0,2023,Pre-Season,,4,,17.0,18.0,0.0,1.0,0.0,20.0,10.0,9.0,1.0,5.0,14.0,1.0,1.0,61.0,312.0,5.11,11.0,190.0,19.0,37.0,5.14,2.0,10.0,122.0,22.0,5.55,1.0,2.0,6.0,46.0,1.0,0.0,1.0,0.0,24.0,50.0,0.41,20.0,12.0,6.0,2.0,9.0,18.0,1.0,1.0,73.0,309.0,4.23,11.0,208.0,25.0,41.0,5.07,5.0,30.0,101.0,27.0,3.74,2.0,3.0,4.0,52.0,1.0,0.0,1.0,0.0,35.0,10.0,0.59,0.0,State Farm Stadium,Glendale,AZ,61717,65000,-220.0,-110.0,-5.0,37.5,Jay Bilbo,Dino Paganelli,Jeff Seeman,Bryan Neale,Shawn Smith,Dyrol Prioleau,,803098546.0,1568.0,1598.0,Final
38,ARI,KC,2023-08-20,00:00,UTC,1.0,2023,Pre-Season,,4,,10.0,38.0,0.0,1.0,0.0,21.0,11.0,6.0,4.0,3.0,13.0,1.0,2.0,65.0,286.0,4.4,9.0,184.0,20.0,36.0,5.11,2.0,5.0,102.0,27.0,3.78,1.0,3.0,8.0,82.0,0.0,0.0,0.0,0.0,29.0,21.0,0.49,27.0,19.0,6.0,2.0,6.0,9.0,0.0,0.0,58.0,504.0,8.69,9.0,393.0,31.0,38.0,10.34,0.0,0.0,111.0,20.0,5.55,5.0,6.0,8.0,94.0,0.0,0.0,0.0,0.0,30.0,39.0,0.51,0.0,State Farm Stadium,Glendale,AZ,62190,65000,250.0,-110.0,7.5,40.5,Jim Mello,Grantis Bell,Tripp Sutter,Steve Woods,Craig Wrolstad,Jeff Shears,Frank Steratore,803098548.0,1598.0,1578.0,Final
39,KC,ARI,2023-08-20,00:00,UTC,0.0,2023,Pre-Season,,4,,38.0,10.0,1.0,0.0,0.0,27.0,19.0,6.0,2.0,6.0,9.0,0.0,0.0,58.0,504.0,8.69,9.0,393.0,31.0,38.0,10.34,0.0,0.0,111.0,20.0,5.55,5.0,6.0,8.0,94.0,0.0,0.0,0.0,0.0,30.0,39.0,0.51,21.0,11.0,6.0,4.0,3.0,13.0,1.0,2.0,65.0,286.0,4.4,9.0,184.0,20.0,36.0,5.11,2.0,5.0,102.0,27.0,3.78,1.0,3.0,8.0,82.0,0.0,0.0,0.0,0.0,29.0,21.0,0.49,0.0,State Farm Stadium,Glendale,AZ,62190,65000,-320.0,-110.0,-7.5,40.5,Jim Mello,Grantis Bell,Tripp Sutter,Steve Woods,Craig Wrolstad,Jeff Shears,Frank Steratore,803098548.0,1578.0,1598.0,Final
40,MIN,ARI,2023-08-26,17:00,UTC,1.0,2023,Pre-Season,,4,,17.0,18.0,0.0,1.0,0.0,17.0,9.0,7.0,1.0,2.0,12.0,0.0,1.0,60.0,249.0,4.15,12.0,144.0,16.0,27.0,5.33,6.0,34.0,105.0,27.0,3.89,2.0,3.0,6.0,45.0,1.0,0.0,1.0,0.0,27.0,0.0,0.45,18.0,6.0,8.0,4.0,4.0,15.0,1.0,1.0,69.0,297.0,4.3,13.0,158.0,20.0,34.0,4.65,2.0,20.0,139.0,33.0,4.21,1.0,3.0,5.0,45.0,1.0,1.0,0.0,0.0,33.0,0.0,0.55,0.0,U.S. Bank Stadium,Minneapolis,MN,66641,67202,118.0,-110.0,2.0,38.0,,Todd Prukop,Daniel Gallagher,Tony Michalek,,Tom Hill,Pat Turner,803098550.0,1586.0,1598.0,Final
41,ARI,MIN,2023-08-26,17:00,UTC,0.0,2023,Pre-Season,,4,,18.0,17.0,1.0,0.0,0.0,18.0,6.0,8.0,4.0,4.0,15.0,1.0,1.0,69.0,297.0,4.3,13.0,158.0,20.0,34.0,4.65,2.0,20.0,139.0,33.0,4.21,1.0,3.0,5.0,45.0,1.0,1.0,0.0,0.0,33.0,0.0,0.55,17.0,9.0,7.0,1.0,2.0,12.0,0.0,1.0,60.0,249.0,4.15,12.0,144.0,16.0,27.0,5.33,6.0,34.0,105.0,27.0,3.89,2.0,3.0,6.0,45.0,1.0,0.0,1.0,0.0,27.0,0.0,0.45,0.0,U.S. Bank Stadium,Minneapolis,MN,66641,67202,-140.0,-110.0,-2.0,38.0,,Todd Prukop,Daniel Gallagher,Tony Michalek,,Tom Hill,Pat Turner,803098550.0,1598.0,1586.0,Final
42,MIN,TEN,2023-08-20,00:00,UTC,1.0,2023,Pre-Season,,4,,16.0,24.0,0.0,1.0,0.0,15.0,9.0,4.0,2.0,3.0,13.0,0.0,1.0,58.0,262.0,4.52,11.0,171.0,17.0,30.0,5.7,3.0,29.0,91.0,25.0,3.64,1.0,3.0,6.0,35.0,0.0,0.0,0.0,0.0,27.0,37.0,0.46,19.0,6.0,12.0,1.0,7.0,13.0,0.0,0.0,59.0,352.0,5.97,11.0,71.0,10.0,17.0,4.18,2.0,14.0,281.0,40.0,7.03,2.0,3.0,4.0,38.0,2.0,1.0,1.0,0.0,32.0,23.0,0.54,0.0,U.S. Bank Stadium,Minneapolis,MN,66689,67202,118.0,-110.0,2.5,38.5,Jerod Phillips,Greg Wilson,Greg Bradley,Craig Burd,Clay Martin,Alonzo Ramsey III,Dave Hawkshaw,803098568.0,1586.0,1574.0,Final
43,TEN,MIN,2023-08-20,00:00,UTC,0.0,2023,Pre-Season,,4,,24.0,16.0,1.0,0.0,0.0,19.0,6.0,12.0,1.0,7.0,13.0,0.0,0.0,59.0,352.0,5.97,11.0,71.0,10.0,17.0,4.18,2.0,14.0,281.0,40.0,7.03,2.0,3.0,4.0,38.0,2.0,1.0,1.0,0.0,32.0,23.0,0.54,15.0,9.0,4.0,2.0,3.0,13.0,0.0,1.0,58.0,262.0,4.52,11.0,171.0,17.0,30.0,5.7,3.0,29.0,91.0,25.0,3.64,1.0,3.0,6.0,35.0,0.0,0.0,0.0,0.0,27.0,37.0,0.46,0.0,U.S. Bank Stadium,Minneapolis,MN,66689,67202,-140.0,-110.0,-2.5,38.5,Jerod Phillips,Greg Wilson,Greg Bradley,Craig Burd,Clay Martin,Alonzo Ramsey III,Dave Hawkshaw,803098568.0,1574.0,1586.0,Final
44,TEN,NE,2023-08-26,00:15,UTC,1.0,2023,Pre-Season,,4,,23.0,7.0,1.0,0.0,0.0,20.0,10.0,9.0,1.0,7.0,14.0,0.0,0.0,65.0,368.0,5.66,11.0,205.0,15.0,20.0,10.25,2.0,6.0,163.0,43.0,3.79,1.0,4.0,8.0,46.0,2.0,0.0,2.0,0.0,38.0,38.0,0.64,8.0,3.0,3.0,2.0,3.0,11.0,0.0,1.0,42.0,79.0,1.88,11.0,24.0,8.0,18.0,1.33,6.0,33.0,55.0,18.0,3.06,1.0,1.0,3.0,42.0,1.0,1.0,0.0,0.0,21.0,22.0,0.36,0.0,Nissan Stadium,Nashville,TN,65175,69143,-150.0,-110.0,-1.5,37.5,Kent Payne,Tyree Walton,Kevin Codey,Ramon George,Bradley Rogers,Aaron Santi,Anthony Jeffries,803098570.0,1574.0,1588.0,Final
45,NE,TEN,2023-08-26,00:15,UTC,0.0,2023,Pre-Season,,4,,7.0,23.0,0.0,1.0,0.0,8.0,3.0,3.0,2.0,3.0,11.0,0.0,1.0,42.0,79.0,1.88,11.0,24.0,8.0,18.0,1.33,6.0,33.0,55.0,18.0,3.06,1.0,1.0,3.0,42.0,1.0,1.0,0.0,0.0,21.0,22.0,0.36,20.0,10.0,9.0,1.0,7.0,14.0,0.0,0.0,65.0,368.0,5.66,11.0,205.0,15.0,20.0,10.25,2.0,6.0,163.0,43.0,3.79,1.0,4.0,8.0,46.0,2.0,0.0,2.0,0.0,38.0,38.0,0.64,0.0,Nissan Stadium,Nashville,TN,65175,69143,126.0,-110.0,1.5,37.5,Kent Payne,Tyree Walton,Kevin Codey,Ramon George,Bradley Rogers,Aaron Santi,Anthony Jeffries,803098570.0,1588.0,1574.0,Final
46,SF,DEN,2023-08-20,00:30,UTC,1.0,2023,Pre-Season,,4,,21.0,20.0,1.0,0.0,0.0,24.0,17.0,5.0,2.0,4.0,11.0,0.0,0.0,65.0,422.0,6.49,10.0,323.0,27.0,37.0,8.73,3.0,24.0,99.0,25.0,3.96,1.0,3.0,9.0,76.0,3.0,1.0,2.0,0.0,33.0,15.0,0.55,13.0,7.0,6.0,0.0,5.0,13.0,0.0,2.0,57.0,322.0,5.65,11.0,157.0,18.0,30.0,5.23,2.0,10.0,165.0,25.0,6.6,2.0,4.0,9.0,74.0,0.0,0.0,0.0,0.0,26.0,45.0,0.45,0.0,Levi's Stadium,Santa Clara,CA,50012,68500,143.0,-120.0,3.5,40.0,Danny Short,Scott Helverson,Rusty Baynes,Mike Morton,Alex Kemp,Sean Petty,James Coleman,803098572.0,1604.0,1568.0,Final
47,DEN,SF,2023-08-20,00:30,UTC,0.0,2023,Pre-Season,,4,,20.0,21.0,0.0,1.0,0.0,13.0,7.0,6.0,0.0,5.0,13.0,0.0,2.0,57.0,322.0,5.65,11.0,157.0,18.0,30.0,5.23,2.0,10.0,165.0,25.0,6.6,2.0,4.0,9.0,74.0,0.0,0.0,0.0,0.0,26.0,45.0,0.45,24.0,17.0,5.0,2.0,4.0,11.0,0.0,0.0,65.0,422.0,6.49,10.0,323.0,27.0,37.0,8.73,3.0,24.0,99.0,25.0,3.96,1.0,3.0,9.0,76.0,3.0,1.0,2.0,0.0,33.0,15.0,0.55,0.0,Levi's Stadium,Santa Clara,CA,50012,68500,-170.0,100.0,-3.5,40.0,Danny Short,Scott Helverson,Rusty Baynes,Mike Morton,Alex Kemp,Sean Petty,James Coleman,803098572.0,1568.0,1604.0,Final
48,SF,LAC,2023-08-26,02:00,UTC,1.0,2023,Pre-Season,,4,,12.0,23.0,0.0,1.0,0.0,14.0,8.0,6.0,0.0,4.0,9.0,0.0,0.0,50.0,310.0,6.2,10.0,185.0,13.0,26.0,7.12,0.0,0.0,125.0,24.0,5.21,2.0,3.0,6.0,55.0,2.0,1.0,1.0,0.0,24.0,44.0,0.41,19.0,5.0,13.0,1.0,5.0,14.0,2.0,2.0,63.0,305.0,4.84,10.0,38.0,13.0,20.0,1.9,2.0,15.0,267.0,41.0,6.51,1.0,4.0,1.0,10.0,0.0,0.0,0.0,0.0,35.0,16.0,0.59,0.0,Levi's Stadium,Santa Clara,CA,52653,68500,-365.0,-110.0,-7.0,38.5,David Oliver,Greg Steed,Brett Bergman,Roy Ellison,Adrian Hill,Mearl Robinson,Jim Quirk,803098574.0,1604.0,1602.0,Final
49,LAC,SF,2023-08-26,02:00,UTC,0.0,2023,Pre-Season,,4,,23.0,12.0,1.0,0.0,0.0,19.0,5.0,13.0,1.0,5.0,14.0,2.0,2.0,63.0,305.0,4.84,10.0,38.0,13.0,20.0,1.9,2.0,15.0,267.0,41.0,6.51,1.0,4.0,1.0,10.0,0.0,0.0,0.0,0.0,35.0,16.0,0.59,14.0,8.0,6.0,0.0,4.0,9.0,0.0,0.0,50.0,310.0,6.2,10.0,185.0,13.0,26.0,7.12,0.0,0.0,125.0,24.0,5.21,2.0,3.0,6.0,55.0,2.0,1.0,1.0,0.0,24.0,44.0,0.41,0.0,Levi's Stadium,Santa Clara,CA,52653,68500,285.0,-110.0,7.0,38.5,David Oliver,Greg Steed,Brett Bergman,Roy Ellison,Adrian Hill,Mearl Robinson,Jim Quirk,803098574.0,1602.0,1604.0,Final
50,DAL,JAX,2023-08-12,21:00,UTC,1.0,2023,Pre-Season,,4,,23.0,28.0,0.0,1.0,0.0,22.0,14.0,4.0,4.0,5.0,15.0,3.0,3.0,69.0,340.0,4.93,11.0,246.0,32.0,43.0,5.72,4.0,36.0,94.0,22.0,4.27,3.0,4.0,6.0,45.0,3.0,2.0,1.0,0.0,27.0,38.0,0.46,21.0,12.0,7.0,2.0,10.0,17.0,1.0,3.0,72.0,414.0,5.75,13.0,269.0,20.0,36.0,7.47,0.0,0.0,145.0,36.0,4.03,4.0,5.0,13.0,86.0,2.0,1.0,1.0,0.0,32.0,22.0,0.54,0.0,AT&T Stadium,Arlington,TX,81204,100000,152.0,-110.0,3.5,37.5,Patrick Holt,Rich Martinez,Tim Podraza,Terry Killens Jr.,Shawn Hochuli,Jason Ledet,Chad Hill,803098794.0,1566.0,1614.0,Final
51,JAX,DAL,2023-08-12,21:00,UTC,0.0,2023,Pre-Season,,4,,28.0,23.0,1.0,0.0,0.0,21.0,12.0,7.0,2.0,10.0,17.0,1.0,3.0,72.0,414.0,5.75,13.0,269.0,20.0,36.0,7.47,0.0,0.0,145.0,36.0,4.03,4.0,5.0,13.0,86.0,2.0,1.0,1.0,0.0,32.0,22.0,0.54,22.0,14.0,4.0,4.0,5.0,15.0,3.0,3.0,69.0,340.0,4.93,11.0,246.0,32.0,43.0,5.72,4.0,36.0,94.0,22.0,4.27,3.0,4.0,6.0,45.0,3.0,2.0,1.0,0.0,27.0,38.0,0.46,0.0,AT&T Stadium,Arlington,TX,81204,100000,-180.0,-110.0,-3.5,37.5,Patrick Holt,Rich Martinez,Tim Podraza,Terry Killens Jr.,Shawn Hochuli,Jason Ledet,Chad Hill,803098794.0,1614.0,1566.0,Final
52,DET,JAX,2023-08-19,17:00,UTC,1.0,2023,Pre-Season,,4,,7.0,25.0,0.0,1.0,0.0,9.0,7.0,1.0,1.0,1.0,12.0,2.0,2.0,50.0,131.0,2.62,12.0,96.0,14.0,29.0,3.31,2.0,18.0,35.0,19.0,1.84,1.0,1.0,5.0,40.0,2.0,1.0,1.0,0.0,22.0,28.0,0.37,22.0,12.0,8.0,2.0,5.0,13.0,0.0,1.0,70.0,399.0,5.7,12.0,254.0,22.0,32.0,7.94,3.0,5.0,145.0,35.0,4.14,3.0,4.0,4.0,31.0,1.0,0.0,1.0,0.0,37.0,32.0,0.63,0.0,Ford Field,Detroit,MI,45689,64500,126.0,-110.0,2.5,37.5,,,,,,,,803098796.0,1570.0,1614.0,Final
53,JAX,DET,2023-08-19,17:00,UTC,0.0,2023,Pre-Season,,4,,25.0,7.0,1.0,0.0,0.0,22.0,12.0,8.0,2.0,5.0,13.0,0.0,1.0,70.0,399.0,5.7,12.0,254.0,22.0,32.0,7.94,3.0,5.0,145.0,35.0,4.14,3.0,4.0,4.0,31.0,1.0,0.0,1.0,0.0,37.0,32.0,0.63,9.0,7.0,1.0,1.0,1.0,12.0,2.0,2.0,50.0,131.0,2.62,12.0,96.0,14.0,29.0,3.31,2.0,18.0,35.0,19.0,1.84,1.0,1.0,5.0,40.0,2.0,1.0,1.0,0.0,22.0,28.0,0.37,0.0,Ford Field,Detroit,MI,45689,64500,-150.0,-110.0,-2.5,37.5,,,,,,,,803098796.0,1614.0,1570.0,Final
54,JAX,MIA,2023-08-26,23:00,UTC,1.0,2023,Pre-Season,,4,,31.0,18.0,1.0,0.0,0.0,25.0,15.0,8.0,2.0,3.0,6.0,1.0,1.0,54.0,413.0,7.65,8.0,283.0,20.0,26.0,10.88,2.0,17.0,130.0,26.0,5.0,3.0,5.0,5.0,45.0,1.0,1.0,0.0,0.0,26.0,7.0,0.51,21.0,11.0,7.0,3.0,2.0,9.0,3.0,3.0,56.0,348.0,6.21,8.0,224.0,21.0,32.0,7.0,0.0,0.0,124.0,24.0,5.17,2.0,4.0,5.0,33.0,2.0,0.0,2.0,0.0,25.0,21.0,0.49,0.0,EverBank Stadium,Jacksonville,FL,64516,67858,-225.0,-110.0,-6.0,42.5,,,,,,,,803098798.0,1614.0,1584.0,Final
55,MIA,JAX,2023-08-26,23:00,UTC,0.0,2023,Pre-Season,,4,,18.0,31.0,0.0,1.0,0.0,21.0,11.0,7.0,3.0,2.0,9.0,3.0,3.0,56.0,348.0,6.21,8.0,224.0,21.0,32.0,7.0,0.0,0.0,124.0,24.0,5.17,2.0,4.0,5.0,33.0,2.0,0.0,2.0,0.0,25.0,21.0,0.49,25.0,15.0,8.0,2.0,3.0,6.0,1.0,1.0,54.0,413.0,7.65,8.0,283.0,20.0,26.0,10.88,2.0,17.0,130.0,26.0,5.0,3.0,5.0,5.0,45.0,1.0,1.0,0.0,0.0,26.0,7.0,0.51,0.0,EverBank Stadium,Jacksonville,FL,64516,67858,185.0,-110.0,6.0,42.5,,,,,,,,803098798.0,1584.0,1614.0,Final
56,WSH,CIN,2023-08-26,22:05,UTC,1.0,2023,Pre-Season,,4,,21.0,19.0,1.0,0.0,0.0,22.0,15.0,6.0,1.0,6.0,11.0,0.0,1.0,61.0,374.0,6.13,10.0,224.0,23.0,33.0,6.79,3.0,16.0,150.0,25.0,6.0,2.0,2.0,2.0,21.0,0.0,0.0,0.0,0.0,30.0,8.0,0.5,20.0,13.0,6.0,1.0,6.0,12.0,0.0,1.0,66.0,336.0,5.09,9.0,247.0,26.0,40.0,6.18,1.0,5.0,89.0,25.0,3.56,1.0,2.0,5.0,50.0,1.0,0.0,1.0,0.0,29.0,52.0,0.5,0.0,FedExField,Landover,MD,54281,67617,-160.0,-110.0,-3.0,34.5,Patrick Holt,Rich Martinez,Tim Podraza,Terry Killens Jr.,Shawn Hochuli,Jason Ledet,Chad Hill,803098800.0,1610.0,1562.0,Final
57,CIN,WSH,2023-08-26,22:05,UTC,0.0,2023,Pre-Season,,4,,19.0,21.0,0.0,1.0,0.0,20.0,13.0,6.0,1.0,6.0,12.0,0.0,1.0,66.0,336.0,5.09,9.0,247.0,26.0,40.0,6.18,1.0,5.0,89.0,25.0,3.56,1.0,2.0,5.0,50.0,1.0,0.0,1.0,0.0,29.0,52.0,0.5,22.0,15.0,6.0,1.0,6.0,11.0,0.0,1.0,61.0,374.0,6.13,10.0,224.0,23.0,33.0,6.79,3.0,16.0,150.0,25.0,6.0,2.0,2.0,2.0,21.0,0.0,0.0,0.0,0.0,30.0,8.0,0.5,0.0,FedExField,Landover,MD,54281,67617,140.0,-110.0,3.0,34.5,Patrick Holt,Rich Martinez,Tim Podraza,Terry Killens Jr.,Shawn Hochuli,Jason Ledet,Chad Hill,803098800.0,1562.0,1610.0,Final
58,CIN,GB,2023-08-11,23:00,UTC,1.0,2023,Pre-Season,,4,,19.0,36.0,0.0,1.0,0.0,12.0,7.0,4.0,1.0,4.0,15.0,0.0,1.0,63.0,274.0,4.35,13.0,208.0,25.0,45.0,4.62,1.0,8.0,66.0,17.0,3.88,0.0,1.0,10.0,95.0,2.0,0.0,2.0,1.0,29.0,10.0,0.49,21.0,12.0,6.0,3.0,5.0,13.0,0.0,1.0,63.0,437.0,6.94,14.0,254.0,27.0,36.0,7.06,1.0,0.0,183.0,26.0,7.04,4.0,4.0,7.0,70.0,3.0,1.0,2.0,0.0,30.0,50.0,0.51,0.0,Paycor Stadium,Cincinnati,OH,64243,65515,152.0,-110.0,4.0,35.0,Dale Keller,,Mark Perlman,Bruce Stritesky,,Joe Blubaugh,Jimmy Buchanan,803098802.0,1562.0,1572.0,Final
59,GB,CIN,2023-08-11,23:00,UTC,0.0,2023,Pre-Season,,4,,36.0,19.0,1.0,0.0,0.0,21.0,12.0,6.0,3.0,5.0,13.0,0.0,1.0,63.0,437.0,6.94,14.0,254.0,27.0,36.0,7.06,1.0,0.0,183.0,26.0,7.04,4.0,4.0,7.0,70.0,3.0,1.0,2.0,0.0,30.0,50.0,0.51,12.0,7.0,4.0,1.0,4.0,15.0,0.0,1.0,63.0,274.0,4.35,13.0,208.0,25.0,45.0,4.62,1.0,8.0,66.0,17.0,3.88,0.0,1.0,10.0,95.0,2.0,0.0,2.0,1.0,29.0,10.0,0.49,0.0,Paycor Stadium,Cincinnati,OH,64243,65515,-180.0,-110.0,-4.0,35.0,Dale Keller,,Mark Perlman,Bruce Stritesky,,Joe Blubaugh,Jimmy Buchanan,803098802.0,1572.0,1562.0,Final
